category_id,comment_count,comments_disabled,days_since_publication,has_description,is_successful,is_sucessfull,likes_ratio,progress,publish_time,ratings_disabled,tags_quantity,title_size,video_error_or_removed
2,630,False,3,True,False,,0.9446409621506898,114206,2018-06-04,False,25,52,False
2,355,False,1,True,False,,0.9826160695357219,102804,2017-11-29,False,16,67,False
2,1908,False,6,True,False,,0.9871825994076807,30235,2017-11-25,False,6,27,False
2,13,False,2,True,False,,0.7894736842105263,4695,2018-01-31,False,1,26,False
4,3187,False,5,True,False,,0.9165399817573731,35467,2017-11-13,False,50,49,False
2,147,False,11,True,False,,0.9628019323671497,4580,2017-12-23,False,26,60,False
1,104,False,4,True,False,,0.8807339449541285,344,2017-12-13,False,10,47,False
1,22591,False,7,True,True,,0.9779735080504025,856220,2018-01-18,False,30,41,False
2,50,False,2,True,False,,0.9360613810741688,3537,2018-01-03,False,39,61,False
2,977,False,11,True,False,,0.9948618406028774,10141,2018-02-22,False,11,46,False
2,4038,False,9,True,False,,0.918613485280152,148050,2017-11-18,False,20,55,False
2,4335,False,10,True,False,,0.5434831906570667,147373,2017-12-26,False,14,41,False
1,511,False,8,True,False,,0.9811151527231052,75830,2018-02-09,False,15,53,False
4,1613,False,7,True,False,,0.9825130701279972,48865,2018-02-01,False,41,64,False
3,293,False,3,True,False,,0.9583333333333334,11108,2017-11-29,False,17,62,False
2,6049,False,13,True,False,,0.9265153288087994,35199,2018-02-24,False,48,47,False
3,1836,False,7,True,False,,0.46219580159762214,14044,2018-01-22,False,29,82,False
2,1369,False,16,True,False,,0.8934147997284454,6290,2018-04-19,False,36,49,False
2,5016,False,14,True,False,,0.9684123244580739,92032,2018-03-07,False,43,41,False
4,401,False,6,True,False,,0.9800995024875622,4365,2017-11-14,False,29,24,False
4,2735,False,4,True,False,,0.9760716776651108,101132,2018-04-16,False,21,27,False
4,21050,False,4,True,True,,0.8338853154509375,1027802,2018-03-20,False,34,70,False
3,4592,False,11,True,False,,0.9523342212252909,11112,2018-04-22,False,6,57,False
4,745,False,4,True,False,,0.8969660558726344,25271,2018-01-28,False,35,57,False
1,160,False,6,True,False,,0.9863247863247864,2698,2018-01-11,False,4,34,False
2,3867,False,6,True,False,,0.9190272737914081,32295,2018-01-12,False,50,42,False
2,2977,False,4,True,False,,0.8826240071931665,72572,2017-11-15,False,15,25,False
4,1760,False,4,True,False,,0.9585299585299585,99091,2018-02-08,False,24,94,False
1,27572,False,7,True,True,,0.9861972827550519,748004,2017-12-07,False,26,42,False
1,50,False,5,True,False,,0.9559859154929577,12862,2017-11-17,False,10,47,False
3,867,False,2,True,False,,0.8792029887920298,21358,2017-12-21,False,31,49,False
2,4153,False,9,True,True,,0.9545175780278795,279833,2017-12-27,False,21,36,False
2,1249,False,2,True,False,,0.9609089158482572,370779,2018-04-24,False,26,64,False
4,11,False,5,True,False,,0.9896907216494846,346,2018-01-12,False,1,34,False
3,15,False,6,True,False,,1.0,804,2018-02-05,False,1,41,False
2,3947,False,19,True,False,,0.9884035798974986,36060,2018-04-26,False,20,49,False
3,711,False,6,True,False,,0.991870478815019,18229,2017-12-11,False,19,22,False
2,208,False,1,True,False,,0.9572431397574984,175400,2018-02-01,False,36,64,False
4,3977,False,14,True,False,,0.7956612353164078,19132,2018-04-11,False,28,100,False
0,3404,False,6,True,False,,0.9926690198207982,280124,2018-01-12,False,12,38,False
3,109,False,4,True,False,,0.925845932325414,9242,2018-01-05,False,9,76,False
2,113,False,8,True,False,,0.9824933687002653,3368,2018-01-01,False,17,75,False
2,1416,False,15,True,False,,0.9832570946396056,43967,2018-03-17,False,5,8,False
2,857,False,7,True,False,,0.898236092265943,4919,2017-11-21,False,15,44,False
4,475,False,6,True,False,,0.9751975197519752,36114,2018-03-06,False,13,23,False
3,3384,False,11,True,False,,0.9619424569949764,11329,2018-05-10,False,27,68,False
3,96,False,2,True,False,,0.9370629370629371,27907,2018-02-13,False,30,74,False
4,300,False,2,True,False,,0.4129780186690756,30742,2017-12-14,False,33,44,False
4,356,False,3,True,False,,0.9821396355764027,58002,2017-12-18,False,33,49,False
3,1624,False,1,True,False,,0.9155172413793103,128287,2017-11-20,False,21,62,False
2,2474,False,7,True,False,,0.9834094572810317,19033,2017-11-18,False,21,19,False
4,432,False,3,True,False,,0.9746600741656366,24576,2018-01-31,False,23,87,False
1,567,False,8,True,False,,0.963710499490316,20350,2017-11-20,False,8,61,False
1,712,False,7,True,False,,0.98865423500337,26598,2017-11-22,False,2,56,False
1,0,True,0,True,True,,0.9434316312987231,3238183,2018-06-13,False,16,25,False
4,32509,False,15,True,True,,0.9548354950902581,889313,2018-05-07,False,37,34,False
2,3163,False,12,False,False,,0.9289698272965526,113209,2017-12-23,False,1,32,False
1,143,False,8,True,False,,0.9697070572569907,9086,2017-12-19,False,5,22,False
2,765,False,5,True,False,,0.9692757216221002,77040,2017-11-30,False,47,58,False
4,135,False,7,True,False,,0.9647141848976711,10212,2018-04-20,False,33,37,False
2,383762,False,8,True,True,,0.9772467968791723,478194,2018-04-14,False,21,44,False
2,7969,False,16,True,True,,0.9754258320429332,141397,2018-03-20,False,24,77,False
1,32400,False,3,True,True,,0.996551988888191,1133148,2018-05-24,False,17,56,False
1,1728,False,7,True,False,,0.9872257288848812,114282,2017-11-27,False,4,64,False
2,20591,False,14,False,False,,0.9827422903382182,20727,2018-04-04,False,18,32,False
4,187,False,5,True,False,,0.9483058210251955,18433,2018-01-16,False,1,37,False
2,810698,False,8,True,True,,0.6531144788786394,17799138,2017-12-06,False,37,50,False
3,14848,False,2,True,False,,0.2349121914968514,440880,2018-01-26,False,5,47,False
1,17165,False,4,True,True,,0.9665464861989479,294348,2018-06-10,False,11,46,False
2,10617,False,8,True,False,,0.9885538105790539,44714,2018-02-05,False,18,20,False
4,1482,False,7,True,False,,0.891607155483278,78643,2017-12-17,False,11,21,False
3,670,False,5,True,False,,0.9876959930313589,19767,2018-01-16,False,30,49,False
2,59,False,4,True,False,,0.9550561797752809,1511,2017-11-29,False,20,40,False
4,519,False,12,True,False,,0.9211003627569528,41072,2017-12-22,False,18,17,False
3,91,False,1,True,False,,0.7142857142857143,3892,2017-11-21,False,8,65,False
0,75,False,6,True,False,,0.8862745098039215,2900,2017-11-22,False,23,19,False
2,319,False,5,True,False,,0.8590062111801242,19562,2018-01-04,False,34,33,False
2,710,False,5,True,False,,0.9682875264270613,217007,2018-01-19,False,27,59,False
2,204,False,338,True,False,,0.8508158508158508,2312,2017-02-18,False,5,42,False
4,1535,False,2,True,False,,0.9533066132264529,154361,2018-04-24,False,35,100,False
4,5,False,5,True,False,,0.7777777777777778,723,2017-11-16,False,13,27,False
2,11115,False,15,True,True,,0.9061340905021359,124045,2018-03-23,False,11,44,False
2,2570,False,6,False,False,,0.4313447927199191,130551,2018-01-26,False,8,37,False
2,499,False,3,True,False,,0.9418911780243,48247,2018-04-04,False,32,72,False
2,24,False,6,True,False,,0.9722921914357683,1543,2017-11-10,False,1,20,False
4,793,False,7,True,False,,0.7151561309977151,8502,2017-12-14,False,12,77,False
4,221,False,7,True,False,,0.930085701398286,11898,2018-02-22,False,39,45,False
2,3678,False,9,True,False,,0.9760255861391625,80872,2017-11-21,False,33,49,False
2,1519,False,14,True,False,,0.9805852560495216,48675,2018-03-23,False,12,42,False
4,1084,False,8,True,False,,0.9472614915770761,12684,2018-02-07,False,7,52,False
2,283,False,5,True,False,,0.9861143798540833,36235,2018-05-15,False,29,62,False
4,59,False,7,True,False,,0.888,66556,2017-11-09,False,6,26,False
4,9695,False,7,True,False,,0.9803412536414261,220563,2018-01-09,False,16,44,False
0,10757,False,7,True,True,,0.9670966151823858,264855,2018-02-20,False,30,32,False
4,175,False,4,True,False,,0.8609431680773881,5926,2018-02-03,False,34,68,False
4,0,True,5,True,False,,0.902465955097534,33044,2018-05-09,False,30,47,False
4,7014,False,4,True,True,,0.8614236866645943,271539,2018-04-03,False,32,81,False
3,1169,False,4,True,False,,0.639386189258312,45989,2017-11-27,False,7,54,False
2,444,False,7,True,False,,0.9866062635414615,41236,2018-01-09,False,3,42,False
2,174,False,7,True,False,,0.29098360655737704,4422,2018-02-01,False,37,55,False
3,3,False,1823,True,False,,0.90625,188,2012-12-10,False,7,36,False
2,18323,False,13,True,True,,0.9908686521071041,323118,2017-12-21,False,36,43,False
1,3650,False,12,True,False,,0.9881871295151179,112363,2018-02-23,False,6,34,False
4,555,False,6,True,False,,0.983383469416989,12330,2018-01-03,False,3,59,False
2,2514,False,7,True,False,,0.9674568334796605,100744,2018-02-06,False,12,39,False
4,5,False,6,True,False,,0.9259259259259259,131,2017-12-04,False,5,53,False
2,1437,False,7,True,False,,0.9316967267869072,62963,2018-01-15,False,23,34,False
4,466,False,6,True,False,,0.9575656058068118,34572,2018-01-08,False,17,41,False
2,156,False,1,True,False,,0.978794877178249,279522,2017-12-15,False,33,60,False
2,146,False,6,True,False,,0.908506075768406,17670,2017-11-17,False,25,26,False
2,2127,False,3,True,False,,0.8927590692296574,155539,2018-04-16,False,27,21,False
4,198,False,2,True,False,,0.3795960642154324,183938,2018-02-12,False,25,96,False
4,2559,False,8,True,True,,0.9598361206259655,204343,2018-01-18,False,18,98,False
3,1820,False,3,True,False,,0.8397647923557515,149015,2018-05-27,False,7,43,False
2,454,False,4,True,False,,0.9863195057369815,23562,2017-11-14,False,13,71,False
3,3616,False,4,True,False,,0.9845972263204485,310669,2018-01-13,False,11,43,False
4,442,False,9,True,False,,0.8648648648648649,1595,2017-12-20,False,6,74,False
2,1704,False,9,True,False,,0.8138856201459167,74310,2018-02-06,False,23,87,False
3,1344,False,6,True,False,,0.9825666876706575,33733,2018-01-13,False,24,22,False
2,42,False,7,True,True,,0.8118811881188119,1042296,2018-01-25,False,45,49,False
2,782,False,4,True,False,,0.9707871850144949,31199,2017-12-17,False,38,54,False
4,492,False,6,True,False,,0.983951646519383,10961,2018-01-10,False,4,74,False
2,1417,False,7,True,False,,0.9627791563275434,20594,2018-02-16,False,11,70,False
3,728,False,12,True,False,,0.9900115936859003,6961,2018-03-07,False,30,34,False
4,141,False,6,True,False,,0.9817437834435001,7273,2017-12-07,False,21,34,False
4,379,False,7,True,False,,0.9876242645567053,5146,2018-01-28,False,61,77,False
0,9167,False,7,True,True,,0.9347902776307898,144588,2017-12-12,False,10,50,False
4,1042,False,7,True,False,,0.8754956383822363,38023,2018-02-01,False,3,44,False
4,5498,False,6,True,False,,0.9693959731543624,158270,2018-01-03,False,40,96,False
4,2297,False,8,True,False,,0.8316757208524864,17336,2017-12-30,False,45,36,False
2,5108,False,8,True,False,,0.9636274234335488,195175,2018-01-24,False,15,28,False
1,6002,False,10,True,True,,0.9630122447686483,224367,2018-02-11,False,19,55,False
2,863,False,7,True,False,,0.6784458509142054,30088,2018-01-17,False,34,43,False
4,1087,False,8,True,False,,0.9793291024478694,30429,2017-11-21,False,21,77,False
3,2845,False,6,True,False,,0.9665966154186484,39298,2017-11-20,False,45,56,False
3,1349,False,7,True,False,,0.3466407010710808,5079,2018-02-20,False,9,39,False
2,2770,False,13,True,False,,0.9569623585153988,62304,2018-03-01,False,42,54,False
2,4565,False,6,True,False,,0.9784475902656274,162651,2018-01-29,False,65,52,False
2,8417,False,7,True,False,,0.921900281906287,19356,2017-12-03,False,1,32,False
2,1659,False,6,True,False,,0.8720518064076346,46218,2018-01-06,False,23,51,False
0,1847,False,19,True,False,,0.9381615873172172,84508,2018-03-27,False,18,75,False
1,10721,False,5,True,True,,0.9829032405921987,894478,2018-01-04,False,5,43,False
1,936,False,21,True,False,,0.981290055819723,34862,2018-05-24,False,6,60,False
3,3551,False,6,True,False,,0.8673070384223054,61206,2017-11-12,False,25,38,False
4,1066,False,17,True,False,,0.9500503156161376,10389,2018-04-14,False,23,22,False
3,5547,False,4,True,False,,0.6489998130491681,112901,2017-12-02,False,5,29,False
2,2079,False,14,True,False,,0.9617751862649822,48271,2018-03-07,False,24,58,False
2,2142,False,1,True,False,,0.7530097958573244,402418,2018-06-13,False,24,40,False
4,3286,False,7,True,True,,0.8863419697900558,249205,2017-12-16,False,43,43,False
2,869,False,19,True,True,,0.9728097719195334,19488,2018-04-06,False,14,59,False
4,621,False,5,True,False,,0.972173608680434,10020,2017-12-13,False,21,55,False
2,5965,False,9,True,False,,0.992269188737031,126779,2018-02-08,False,32,66,False
2,541,False,6,True,False,,0.9418924793508188,102539,2017-12-06,False,28,65,False
2,4048,False,13,True,False,,0.9891623806024982,24963,2018-03-25,False,33,21,False
2,90365,False,7,True,False,,0.2759914897015121,121953,2018-06-07,False,35,26,False
2,2112,False,7,True,False,,0.9743943090187899,128391,2017-12-06,False,21,31,False
2,1845,False,5,True,False,,0.9908622020062543,35461,2017-11-16,False,43,42,False
4,290,False,6,True,False,,0.9708835341365462,9650,2018-01-17,False,21,40,False
4,1613,False,14,True,False,,0.9600283669653794,11075,2018-03-18,False,11,19,False
2,262,False,3,True,False,,0.9914605418138988,3024,2017-12-13,False,23,53,False
2,18627,False,15,True,True,,0.9179145204578246,839303,2018-05-21,False,21,29,False
2,3687,False,13,True,False,,0.9523792983674887,45233,2018-02-24,False,22,43,False
4,367,False,9,True,False,,0.7381974248927039,10643,2018-02-25,False,11,61,False
3,2584,False,25,True,False,,0.9628303325707086,24319,2018-05-20,False,41,55,False
3,1368,False,14,True,False,,0.945181143328469,16592,2018-04-28,False,15,57,False
4,5643,False,9,True,False,,0.9343016895587699,37514,2018-03-29,False,20,48,False
4,4,False,50,True,False,,0.8823529411764706,68,2017-11-20,False,16,20,False
2,417,False,6,True,False,,0.8153266331658291,24836,2018-01-03,False,25,81,False
4,1068,False,19,True,False,,0.9965980535698906,3941,2018-05-08,False,25,97,False
2,10439,False,3,True,False,,0.9848591023446565,418176,2018-06-11,False,17,32,False
4,85,False,8,True,False,,0.9359351988217968,12152,2018-02-06,False,22,40,False
2,9831,False,6,True,False,,0.9922645541154625,123166,2017-12-04,False,33,57,False
4,272,False,6,True,False,,0.972972972972973,15574,2018-01-16,False,2,79,False
1,63,False,6,True,False,,0.9948320413436692,2795,2017-12-01,False,5,48,False
3,4981,False,6,True,False,,0.848018786796322,274353,2018-01-12,False,15,38,False
3,146,False,3,True,False,,0.8266666666666667,6446,2018-02-05,False,19,68,False
2,1389,False,8,True,False,,0.9818059676426132,46801,2017-11-21,False,28,56,False
4,10175,False,14,True,True,,0.9654905095873154,88847,2018-03-20,False,17,49,False
4,3286,False,17,True,False,,0.9664114832535885,99924,2018-04-13,False,10,13,False
3,261,False,6,True,False,,0.7178571428571429,87620,2017-11-26,False,31,74,False
4,1081,False,11,True,False,,0.9610499576629975,17877,2017-12-23,False,13,49,False
2,2705,False,8,False,False,,0.8635190918472653,82736,2018-05-24,False,13,97,False
2,41490,False,16,True,True,,0.962823436952752,78611,2018-02-26,False,18,7,False
2,123,False,9,True,True,,0.973630831643002,304403,2018-05-02,False,1,80,False
4,3888,False,3,True,False,,0.9242305430307782,300829,2018-03-12,False,21,98,False
4,3536,False,6,True,False,,0.9719707520891365,149644,2018-03-21,False,31,59,False
2,2421,False,5,True,False,,0.8899103523097128,119019,2018-01-26,False,37,69,False
2,1863,False,6,True,False,,0.9295909671921602,38040,2017-12-09,False,43,44,False
4,856,False,3,True,False,,0.9821443540950624,185444,2018-01-06,False,33,77,False
2,1109,False,6,True,False,,0.9876182614769192,11950,2018-01-31,False,16,24,False
2,1366,False,2,True,False,,0.9501051562839945,155719,2018-01-04,False,22,21,False
2,606,False,6,True,False,,0.9625468164794008,49073,2018-03-02,False,30,77,False
1,4716,False,28,True,True,,0.9879514155298647,355697,2018-05-16,False,9,47,False
4,20689,False,12,True,True,,0.9798140930569448,116587,2018-02-24,False,7,53,False
2,6687,False,1,True,True,,0.8360485525697757,2703481,2017-12-03,False,40,37,False
1,48452,False,5,True,False,,0.9898572918747365,59374,2018-01-04,False,21,33,False
2,475,False,1,True,False,,0.747850336974204,102639,2017-11-14,False,26,21,False
2,3098,False,7,True,False,,0.9349079104279846,77961,2018-04-29,False,9,32,False
2,618,False,6,True,False,,0.9611850740671292,33365,2018-03-02,False,27,52,False
4,5615,False,14,True,False,,0.9724523434140748,73671,2018-03-02,False,36,44,False
4,722,False,5,True,False,,0.9467893578715744,40797,2018-01-03,False,25,69,False
2,8479,False,6,True,False,,0.989939577492241,92311,2017-12-06,False,9,10,False
4,946,False,3,True,False,,0.9795670645357071,30779,2018-01-19,False,44,73,False
2,1392,False,27,True,False,,0.9141078251025895,13998,2018-05-08,False,45,21,False
2,18940,False,8,True,True,,0.9922195210748218,68648,2017-12-30,False,30,80,False
0,1847,False,7,True,False,,0.832808155699722,228042,2018-02-01,False,8,54,False
2,488,False,7,True,False,,0.9948377581120944,33468,2018-01-24,False,28,44,False
2,1117,False,8,True,False,,0.923014804845222,6108,2018-02-28,False,9,74,False
4,9189,False,24,True,True,,0.9703385369308665,67043,2018-04-20,False,33,33,False
2,11651,False,8,True,False,,0.9608847175735827,183483,2017-12-22,False,30,40,False
4,525,False,7,True,False,,0.9213278763074124,13739,2017-12-21,False,26,44,False
4,15,False,10,True,False,,0.9325153374233128,236,2017-11-15,False,25,57,False
2,32547,False,6,True,False,,0.9725142547114765,120518,2018-05-20,False,29,18,False
4,120,False,5,True,False,,0.9901265041653811,5816,2017-12-14,False,38,44,False
1,4090,False,7,True,True,,0.9923258807987142,282126,2017-12-08,False,4,39,False
2,44,False,1,True,False,,0.9611451942740287,54392,2017-11-21,False,32,85,False
3,5757,False,6,True,False,,0.970684888633874,133005,2018-01-15,False,30,33,False
0,128,False,7,True,False,,0.9515752625437572,7750,2017-12-30,False,15,49,False
1,555,False,5,True,False,,0.9729050780549076,45217,2017-11-09,False,22,84,False
3,14169,False,9,True,False,,0.4728463294485162,34021,2018-04-14,False,10,48,False
2,65,False,1,True,False,,0.9773706896551724,41602,2018-02-08,False,26,52,False
4,4567,False,12,True,False,,0.9778337364567111,5509,2018-05-10,False,4,50,False
3,21,False,4,True,False,,0.82,139,2018-01-12,False,7,42,False
2,12,False,1700,False,False,,0.9285714285714286,182,2013-05-24,False,1,25,False
2,159,False,1,True,False,,0.9640427599611273,58933,2018-02-06,False,35,59,False
2,7351,False,14,True,False,,0.9030914756901354,33596,2018-04-04,False,1,40,False
4,257,False,5,True,False,,0.9832953682611997,22502,2018-01-14,False,40,46,False
2,29313,False,2,True,True,,0.97171048523075,1202560,2018-05-16,False,30,42,False
1,1472,False,6,True,False,,0.9865791701947502,139305,2017-12-13,False,8,17,False
3,977,False,2,True,False,,0.6821192052980133,72579,2018-02-19,False,8,46,False
3,1202,False,2,True,False,,0.6145098931089379,24473,2018-01-31,False,19,98,False
1,402,False,6,True,False,,0.9818968279397629,40752,2018-01-15,False,7,51,False
4,4488,False,7,True,False,,0.4505551188838672,18494,2017-11-29,False,20,37,False
3,1322,False,12,True,False,,0.8708743485813549,19030,2017-12-23,False,7,36,False
1,65,False,4,True,False,,0.9888205701509223,7565,2018-02-01,False,15,32,False
2,132,False,6,True,False,,0.9940298507462687,1076,2018-02-21,False,4,67,False
4,4219,False,6,True,False,,0.9878296146044625,96318,2018-01-11,False,24,26,False
1,157,False,6,True,False,,0.9687747035573122,15282,2017-12-01,False,9,42,False
1,444,False,12,True,False,,0.988246529053111,26337,2018-02-23,False,29,54,False
4,1508,False,7,True,False,,0.9429244302832999,38453,2018-01-17,False,17,33,False
4,6531,False,20,True,False,,0.9736846518960803,33382,2018-05-25,False,23,20,False
2,534,False,1,True,False,,0.957469512195122,258110,2018-04-06,False,40,45,False
2,99,False,1,True,False,,0.9642147117296223,10325,2017-12-12,False,18,42,False
2,207,False,9,True,False,,0.9070135746606335,4433,2017-12-27,False,22,50,False
4,11456,False,29,True,True,,0.978777728152449,59567,2018-04-16,False,38,33,False
2,1212,False,8,True,False,,0.8964297201672563,3117,2018-02-05,False,28,63,False
1,6276,False,15,True,True,,0.9483772342427094,480416,2018-03-02,False,7,44,False
2,3678,False,18,True,False,,0.8496183568008344,32144,2018-05-27,False,20,50,False
4,34,False,6,True,False,,0.9401913875598086,2399,2018-02-05,False,1,60,False
4,13292,False,7,True,True,,0.9824868130757201,192241,2018-01-16,False,51,76,False
3,795,False,3,True,False,,0.7738748627881449,20547,2017-12-06,False,20,41,False
2,7794,False,12,True,False,,0.9764065011609216,53067,2018-04-12,False,31,34,False
3,412,False,10,True,False,,0.9815163443436591,1780,2018-03-10,False,20,49,False
4,625,False,10,True,False,,0.9710854795386317,5344,2018-03-04,False,32,30,False
4,32172,False,21,True,True,,0.961611902023094,460628,2018-04-23,False,41,38,False
4,54,False,5,True,False,,0.9175627240143369,2636,2018-01-29,False,9,28,False
2,131,False,7,True,False,,0.9173884077281812,16624,2018-02-08,False,36,62,False
2,6310,False,7,True,True,,0.9417874396135266,461367,2018-01-07,False,1,30,False
4,1610,False,6,True,False,,0.9567579313342025,12597,2018-01-12,False,6,50,False
0,4219,False,5,True,False,,0.9534121207753837,96250,2017-12-07,False,11,48,False
2,1077,False,10,True,False,,0.9856564589933122,14275,2018-03-06,False,14,36,False
2,1388,False,9,True,False,,0.9936545240893067,113919,2018-02-04,False,3,15,False
2,759,False,2,False,False,,0.546337817638266,152916,2018-01-10,False,5,45,False
2,1855,False,8,True,False,,0.717300083922791,5459,2018-02-19,False,31,51,False
2,5450,False,7,True,False,,0.9466262375333357,216327,2018-01-12,False,11,51,False
4,167,False,5,True,False,,0.9462809917355371,19506,2018-01-18,False,32,79,False
2,372,False,1,True,False,,0.9150865622423743,177269,2018-02-07,False,27,58,False
4,1612,False,2,True,False,,0.9630958882733869,485313,2018-02-22,False,12,50,False
2,2517,False,15,True,False,,0.9793272937548189,29614,2018-05-18,False,27,38,False
4,3798,False,3,True,False,,0.9779088552428898,294242,2018-02-08,False,55,84,False
4,1285,False,9,True,False,,0.9192408641227539,3850,2018-02-27,False,20,45,False
3,0,True,5,True,False,,0.9432989690721649,5997,2017-11-14,False,19,100,False
3,8417,False,4,True,False,,0.9621952529266459,305567,2017-12-15,False,28,55,False
2,909,False,9,True,False,,0.9382846663845394,156555,2017-12-30,False,30,19,False
2,4080,False,4,True,True,,0.9068818401038768,426012,2018-05-13,False,13,44,False
2,3230,False,8,True,False,,0.9886132197741159,156722,2017-11-21,False,19,34,False
3,2174,False,4,True,False,,0.952216465169833,46437,2018-04-03,False,28,23,False
1,2002,False,6,True,False,,0.9435095754920508,247210,2018-01-12,False,7,67,False
2,830,False,15,True,False,,0.9692656566631285,13815,2018-03-21,False,25,28,False
2,512,False,1,True,False,,0.9361073825503355,165494,2018-01-16,False,30,52,False
4,5615,False,18,True,False,,0.9599744437763079,12713,2018-04-11,False,26,20,False
2,1683,False,1,True,False,,0.9570595931961461,1781966,2018-02-08,False,35,63,False
1,1351,False,15,True,False,,0.9709246392303581,53925,2018-03-15,False,10,60,False
1,11860,False,6,True,False,,0.9962137578675885,149215,2018-01-25,False,42,25,False
3,1222,False,7,True,False,,0.9699421589653604,87532,2018-01-30,False,27,30,False
3,1746,False,3,True,False,,0.5932626325639426,37098,2018-02-18,False,8,42,False
4,1967,False,10,True,False,,0.9895347308930801,105196,2018-03-28,False,12,41,False
3,1014,False,10,True,False,,0.8717277486910995,9972,2018-04-13,False,28,31,False
4,74,False,4,True,False,,0.9656964656964657,5631,2018-01-09,False,3,60,False
4,2120,False,7,True,False,,0.9627449087925876,67464,2018-01-28,False,35,59,False
4,11393,False,7,True,False,,0.9884446413408646,80306,2018-01-16,False,53,63,False
0,673,False,6,True,True,,0.8947368421052632,36349,2018-01-03,False,9,31,False
2,5731,False,13,False,False,,0.9908641658002033,57618,2018-05-07,False,1,31,False
0,913,False,6,True,False,,0.9807533112582781,2380,2017-11-14,False,1,19,False
2,9259,False,16,True,True,,0.8746876643871646,116516,2018-03-09,False,30,31,False
4,535,False,11,True,False,,0.9785768936495792,7245,2018-02-28,False,34,36,False
3,5251,False,1,True,False,,0.6846330275229358,402081,2017-12-17,False,6,46,False
1,5798,False,19,True,True,,0.9854681560096553,88814,2018-03-29,False,10,47,False
2,6436,False,7,True,True,,0.9368308856126848,248064,2018-01-30,False,20,65,False
2,1465,False,1,True,False,,0.936783988957902,493621,2018-02-21,False,32,48,False
4,1235,False,5,True,False,,0.9702393197558802,240229,2018-01-26,False,34,58,False
2,4541,False,8,True,True,,0.9875124775404273,241245,2017-11-22,False,23,95,False
4,5005,False,6,True,True,,0.9717664887658958,221537,2018-02-07,False,11,54,False
4,1586,False,8,True,False,,0.9375137513751375,95799,2017-11-22,False,24,34,False
2,9453,False,1,True,True,,0.8496014215553197,2311760,2018-02-27,False,35,48,False
2,11,False,1951,True,False,,0.9534883720930233,96,2012-09-06,False,3,21,False
1,427,False,7,True,False,,0.9145264847512039,24554,2018-01-20,False,16,54,False
2,0,True,6,True,False,,0.9917768293952326,61457,2018-05-07,False,30,61,False
2,10255,False,7,True,False,,0.8903392293430876,205171,2018-01-25,False,21,43,False
4,18854,False,6,True,True,,0.9835085147926265,1141950,2018-01-29,False,33,95,False
2,788,False,5,True,False,,0.9468973747016707,201168,2017-12-13,False,20,42,False
4,260,False,4,True,False,,0.9624365482233502,59326,2017-11-10,False,8,66,False
2,50,False,1,True,False,,0.9578804347826086,30739,2017-12-06,False,32,55,False
4,490,False,7,True,False,,0.982037691401649,14494,2018-01-01,False,1,84,False
2,160,False,6,True,False,,0.956989247311828,402,2018-01-29,False,16,66,False
2,11881,False,7,True,False,,0.9676669319476304,59879,2017-12-13,False,27,44,False
2,6082,False,7,True,False,,0.40074098289201265,120376,2018-01-18,False,6,62,False
2,2700,False,7,True,False,,0.9149643877218988,36817,2018-01-25,False,8,30,False
1,3415,False,6,True,False,,0.8843336821078664,44162,2018-01-28,False,26,94,False
3,1103,False,1,True,False,,0.9764343409109835,306095,2017-12-19,False,23,45,False
2,275,False,1,True,False,,0.9710502001847859,327912,2018-03-07,False,37,63,False
2,11459,False,15,True,True,,0.9651521608158348,85880,2018-02-28,False,14,41,False
3,399,False,9,True,False,,0.9663908996897621,3802,2018-04-13,False,30,46,False
2,220,False,2,True,False,,0.996472248353716,34599,2017-11-15,False,45,37,False
3,1873,False,2,True,False,,0.9737577973757797,14616,2017-12-20,False,1,42,False
2,209,False,4,True,False,,0.9972557628979144,5097,2017-12-14,False,30,42,False
4,235,False,19,True,False,,0.9768518518518519,37818,2018-02-14,False,7,51,False
2,15016,False,1,True,False,,0.9885487263379295,1548962,2017-11-27,False,15,31,False
4,7045,False,11,True,True,,0.9361832411642014,87134,2018-05-01,False,30,76,False
0,7557,False,10,True,False,,0.22012655894820912,104959,2018-02-08,False,17,46,False
4,23,False,141,False,False,,0.8589743589743589,175,2017-08-29,False,1,33,False
2,3966,False,2,True,True,,0.9912083291153041,622235,2017-12-13,False,26,27,False
4,60,False,5,True,False,,0.8351648351648352,589,2017-12-13,False,11,47,False
4,2472,False,13,True,True,,0.9742552583991625,115852,2017-12-20,False,15,41,False
4,531,False,7,True,False,,0.9668206635867282,13849,2018-02-07,False,33,24,False
2,1962,False,10,True,False,,0.9973484269032685,4169,2018-04-22,False,63,43,False
3,122,False,8,True,False,,0.9424890729238555,93297,2018-02-05,False,2,81,False
4,4915,False,6,True,False,,0.7782143889049408,147924,2018-04-29,False,32,38,False
3,961,False,1,True,False,,0.77728285077951,84968,2017-12-11,False,7,68,False
1,3276,False,8,True,True,,0.9809494419585455,417584,2017-12-31,False,7,60,False
2,1523,False,8,True,False,,0.983906770255272,26661,2018-03-06,False,36,15,False
2,947,False,9,True,False,,0.9509326845093269,13067,2017-12-27,False,14,43,False
2,7955,False,4,True,True,,0.9682988124373778,172254,2018-05-24,False,4,23,False
3,48,False,4,True,False,,0.8888888888888888,16,2017-12-04,False,6,40,False
